Date,Name,Open,Closing_Price,Daily_High,Daily_Low,Volume,Year,Month
2011-05-03,Air Liquide,66.17,66.27,66.27,65.65,"1,638",2011,5
2011-05-02,Air Liquide,66.69,66.27,66.69,66.27,"3,325",2011,5
2011-04-29,Air Liquide,65.73,66.23,66.23,65.73,301,2011,4
2011-04-28,Air Liquide,66.07,65.78,66.42,65.78,"2,614",2011,4
2011-04-27,Air Liquide,65.26,65.64,65.76,65.26,318,2011,4
2011-04-26,Air Liquide,64.91,65.03,65.11,64.91,988,2011,4
2011-04-21,Air Liquide,64.48,64.48,64.48,64.48,0,2011,4
2011-04-20,Air Liquide,63.16,64.14,64.14,63.16,14,2011,4
2011-04-19,Air Liquide,61.79,62.17,62.17,61.79,39,2011,4
2011-04-18,Air Liquide,62.86,61.8,62.86,61.8,68,2011,4
2011-04-15,Air Liquide,63.01,63.01,63.01,63.01,0,2011,4
2011-04-14,Air Liquide,62.46,62.82,62.82,62.46,832,2011,4
2011-04-13,Air Liquide,62.6,63.15,63.15,62.6,98,2011,4
2011-04-12,Air Liquide,62.87,62.87,62.87,62.87,0,2011,4
2011-04-11,Air Liquide,63.45,63.45,63.45,63.26,259,2011,4
2011-04-08,Air Liquide,63.51,63.79,63.79,63.51,452,2011,4
2011-04-07,Air Liquide,63.65,63.25,63.86,63.25,321,2011,4
2011-04-06,Air Liquide,63.62,63.84,63.84,63.62,765,2011,4
2011-04-05,Air Liquide,63.34,63.34,63.34,63.34,0,2011,4
2011-04-04,Air Liquide,63.39,63.33,63.55,63.33,294,2011,4
2011-04-01,Air Liquide,62.6,62.6,62.6,62.6,0,2011,4
2011-03-31,Air Liquide,62.58,62.58,62.58,62.58,0,2011,3
2011-03-30,Air Liquide,62.54,62.58,62.58,62.51,"1,086",2011,3
2011-03-29,Air Liquide,61.36,61.95,61.95,61.36,68,2011,3
2011-03-28,Air Liquide,61.3,61.75,61.82,61.3,161,2011,3
2011-03-25,Air Liquide,61.73,61.4,61.73,61.4,104,2011,3
2011-03-24,Air Liquide,60.62,60.62,60.62,60.62,0,2011,3
2011-03-23,Air Liquide,60.19,60.77,60.77,60.19,158,2011,3
2011-03-22,Air Liquide,60.74,60.92,60.92,60.49,767,2011,3
2011-03-21,Air Liquide,60.31,60.31,60.45,60.28,973,2011,3
2011-03-18,Air Liquide,58.85,59.36,59.8,58.85,378,2011,3
2011-03-17,Air Liquide,57.01,58.45,58.52,57.01,536,2011,3
2011-03-16,Air Liquide,58.07,56.78,58.07,56.45,"1,118",2011,3
2011-03-15,Air Liquide,59.98,57.93,59.98,57.41,"4,553",2011,3
2011-03-14,Air Liquide,60.85,60.0,60.85,60.0,539,2011,3
2011-03-11,Air Liquide,60.94,60.88,61.1,60.88,197,2011,3
2011-03-10,Air Liquide,62.24,62.01,62.24,62.01,42,2011,3
2011-03-09,Air Liquide,62.26,62.46,62.9,62.26,247,2011,3
2011-03-08,Air Liquide,61.89,61.77,61.89,61.61,457,2011,3
2011-03-07,Air Liquide,61.95,61.85,62.68,61.85,648,2011,3
2011-03-04,Air Liquide,62.51,62.15,63.17,62.15,"1,124",2011,3
2011-03-03,Air Liquide,61.86,62.4,62.4,61.86,75,2011,3
2011-03-02,Air Liquide,61.54,61.46,61.54,61.42,756,2011,3
2011-03-01,Air Liquide,62.38,61.81,62.56,61.81,607,2011,3
2011-02-28,Air Liquide,61.44,62.58,62.58,61.44,334,2011,2
2011-02-25,Air Liquide,61.18,61.65,61.65,61.18,327,2011,2
2011-02-24,Air Liquide,60.46,60.78,60.78,60.33,720,2011,2
2011-02-23,Air Liquide,61.38,60.5,61.38,60.5,333,2011,2
2011-02-22,Air Liquide,61.94,61.79,61.94,61.79,161,2011,2
2011-02-21,Air Liquide,62.9,62.83,62.9,62.83,15,2011,2
2011-02-18,Air Liquide,62.57,63.36,63.36,62.57,475,2011,2
2011-02-17,Air Liquide,62.64,62.4,62.64,62.4,41,2011,2
2011-02-16,Air Liquide,63.39,63.39,63.39,63.39,0,2011,2
2011-02-15,Air Liquide,64.34,63.57,64.34,62.96,639,2011,2
2011-02-14,Air Liquide,62.71,63.15,63.15,62.71,172,2011,2
2011-02-11,Air Liquide,62.26,62.63,62.63,62.26,38,2011,2
2011-02-10,Air Liquide,62.15,62.42,62.42,61.87,"1,612",2011,2
2011-02-09,Air Liquide,62.14,62.28,62.76,62.14,460,2011,2
2011-02-08,Air Liquide,62.07,61.77,62.07,61.77,71,2011,2
2011-02-07,Air Liquide,62.11,62.31,62.31,62.11,794,2011,2
2011-02-04,Air Liquide,62.05,62.19,62.21,62.05,301,2011,2
2011-02-03,Air Liquide,61.93,61.61,62.07,61.61,93,2011,2
2011-02-02,Air Liquide,62.44,62.16,62.53,62.06,"1,931",2011,2
2011-02-01,Air Liquide,60.96,62.18,62.48,60.96,478,2011,2
2011-01-31,Air Liquide,60.61,60.65,60.84,60.19,"1,318",2011,1
2011-01-28,Air Liquide,61.75,61.2,61.75,61.2,856,2011,1
2011-01-27,Air Liquide,62.24,61.87,62.24,61.87,"2,046",2011,1
2011-01-26,Air Liquide,61.78,62.42,62.52,61.78,408,2011,1
2011-01-25,Air Liquide,61.46,62.17,62.17,61.46,151,2011,1
2011-01-24,Air Liquide,62.42,61.22,62.42,61.12,166,2011,1
2011-01-21,Air Liquide,61.74,62.42,62.42,61.74,815,2011,1
2011-01-20,Air Liquide,62.61,61.85,62.61,61.63,306,2011,1
2011-01-19,Air Liquide,62.3,62.47,62.85,62.22,"1,599",2011,1
2011-01-18,Air Liquide,62.27,62.17,62.27,62.17,90,2011,1
2011-01-17,Air Liquide,62.81,62.16,62.81,61.97,328,2011,1
2011-01-14,Air Liquide,62.45,62.26,62.58,62.05,253,2011,1
2011-01-13,Air Liquide,63.12,63.01,63.12,62.55,443,2011,1
2011-01-12,Air Liquide,61.96,62.96,63.19,61.96,571,2011,1
2011-01-11,Air Liquide,60.59,61.63,61.82,60.59,"1,044",2011,1
2011-01-10,Air Liquide,60.92,60.49,61.06,60.39,704,2011,1
2011-01-07,Air Liquide,61.73,61.4,61.97,61.4,890,2011,1
2011-01-06,Air Liquide,63.25,63.11,63.35,63.11,163,2011,1
2011-01-05,Air Liquide,63.12,62.99,63.12,62.78,690,2011,1
2011-01-04,Air Liquide,63.68,63.69,63.95,63.61,345,2011,1
2011-01-03,Air Liquide,63.51,63.41,63.51,63.41,65,2011,1
2010-12-30,Air Liquide,64.59,63.75,64.59,63.75,184,2010,12
2010-12-29,Air Liquide,63.52,64.53,64.53,63.52,582,2010,12
2010-12-28,Air Liquide,63.78,63.45,63.9,63.45,347,2010,12
2010-12-27,Air Liquide,63.38,63.71,63.71,63.17,154,2010,12
2010-12-23,Air Liquide,64.91,64.09,64.91,63.9,734,2010,12
2010-12-22,Air Liquide,65.41,65.41,65.41,65.41,0,2010,12
2010-12-21,Air Liquide,65.0,65.54,65.77,65.0,"2,906",2010,12
2010-12-20,Air Liquide,64.77,64.75,65.21,64.75,"1,217",2010,12
2010-12-17,Air Liquide,65.07,64.71,65.16,64.71,"1,207",2010,12
2010-12-16,Air Liquide,64.16,64.69,64.69,64.16,83,2010,12
2010-12-15,Air Liquide,63.92,64.12,64.4,63.92,830,2010,12
2010-12-14,Air Liquide,63.78,63.83,63.87,63.78,413,2010,12
2010-12-13,Air Liquide,63.57,63.57,63.92,63.55,"2,558",2010,12
2010-12-10,Air Liquide,63.21,63.23,63.77,63.21,505,2010,12
2010-12-09,Air Liquide,63.36,63.11,63.36,62.84,253,2010,12
2010-12-08,Air Liquide,61.99,63.5,63.5,61.99,340,2010,12
2010-12-07,Air Liquide,61.73,62.82,62.82,61.73,265,2010,12
2010-12-06,Air Liquide,61.28,61.59,61.59,61.28,535,2010,12
2010-12-03,Air Liquide,60.71,61.7,61.7,60.71,181,2010,12
2010-12-02,Air Liquide,60.6,60.6,60.6,60.6,"1,154",2010,12
2010-12-01,Air Liquide,60.39,60.79,60.79,60.39,550,2010,12
2010-11-30,Air Liquide,59.76,59.96,59.96,59.64,78,2010,11
2010-11-29,Air Liquide,61.44,60.94,61.44,60.94,155,2010,11
2010-11-26,Air Liquide,60.98,60.59,60.98,60.59,226,2010,11
2010-11-25,Air Liquide,60.43,61.56,61.56,60.43,262,2010,11
2010-11-24,Air Liquide,60.47,60.84,60.96,60.47,331,2010,11
2010-11-23,Air Liquide,60.88,60.21,60.88,60.21,"1,104",2010,11
2010-11-22,Air Liquide,62.03,61.48,62.03,61.48,148,2010,11
2010-11-19,Air Liquide,61.77,61.34,61.89,61.34,"1,003",2010,11
2010-11-18,Air Liquide,61.15,61.76,61.76,61.15,"1,599",2010,11
2010-11-17,Air Liquide,60.25,60.25,60.25,60.25,"3,013",2010,11
2010-11-16,Air Liquide,61.63,60.23,61.63,60.23,362,2010,11
2010-11-15,Air Liquide,61.0,61.63,61.63,61.0,78,2010,11
2010-11-12,Air Liquide,61.64,61.22,61.64,61.22,241,2010,11
2010-11-11,Air Liquide,62.56,62.81,62.81,62.56,15,2010,11
2010-11-10,Air Liquide,62.88,62.79,62.88,62.79,277,2010,11
2010-11-09,Air Liquide,63.26,63.25,63.27,63.09,"1,507",2010,11
2010-11-08,Air Liquide,63.27,63.26,63.48,63.2,"1,141",2010,11
2010-11-05,Air Liquide,63.28,63.99,63.99,63.13,630,2010,11
2010-11-04,Air Liquide,62.65,63.15,63.2,62.65,693,2010,11
2010-11-03,Air Liquide,62.5,62.39,62.5,62.39,554,2010,11
2010-11-02,Air Liquide,61.86,62.4,62.4,61.86,252,2010,11
2010-11-01,Air Liquide,62.11,61.79,62.11,61.72,166,2010,11
2010-10-29,Air Liquide,61.7,61.68,61.71,61.1,347,2010,10
2010-10-28,Air Liquide,62.27,62.27,62.27,62.27,"2,872",2010,10
2010-10-27,Air Liquide,62.45,61.93,62.89,61.93,"1,546",2010,10
2010-10-26,Air Liquide,63.45,62.52,63.45,62.52,482,2010,10
2010-10-25,Air Liquide,63.72,63.77,64.27,63.61,747,2010,10
2010-10-22,Air Liquide,63.56,63.71,63.71,63.56,48,2010,10
2010-10-21,Air Liquide,62.44,63.84,64.04,62.44,279,2010,10
2010-10-20,Air Liquide,61.84,61.84,61.84,61.84,0,2010,10
2010-10-19,Air Liquide,62.52,62.65,62.65,62.52,369,2010,10
2010-10-18,Air Liquide,62.21,62.72,62.72,62.21,624,2010,10
2010-10-15,Air Liquide,62.58,62.4,62.58,62.4,466,2010,10
2010-10-14,Air Liquide,62.09,62.09,62.09,62.09,151,2010,10
2010-10-13,Air Liquide,60.72,62.09,62.21,60.72,102,2010,10
2010-10-12,Air Liquide,60.26,60.21,60.26,60.21,392,2010,10
2010-10-11,Air Liquide,61.08,61.08,61.08,61.08,401,2010,10
2010-10-08,Air Liquide,60.44,61.16,61.16,60.44,295,2010,10
2010-10-07,Air Liquide,60.75,60.4,60.75,60.4,26,2010,10
2010-10-06,Air Liquide,59.89,59.89,59.89,59.89,9,2010,10
2010-10-05,Air Liquide,58.54,58.89,58.89,58.54,54,2010,10
2010-10-04,Air Liquide,58.87,58.48,58.87,58.48,137,2010,10
2010-10-01,Air Liquide,59.61,58.9,59.61,58.9,87,2010,10
2010-09-30,Air Liquide,59.38,60.07,60.07,59.38,30,2010,9
2010-09-29,Air Liquide,60.72,59.94,60.93,59.94,961,2010,9
2010-09-28,Air Liquide,59.98,60.61,60.61,59.86,732,2010,9
2010-09-27,Air Liquide,60.72,60.59,60.72,60.59,344,2010,9
2010-09-24,Air Liquide,59.04,59.72,59.72,59.04,42,2010,9
2010-09-23,Air Liquide,60.12,60.12,60.12,60.12,0,2010,9
2010-09-22,Air Liquide,60.23,60.23,60.23,60.23,0,2010,9
2010-09-21,Air Liquide,60.01,60.01,60.01,60.01,0,2010,9
2010-09-20,Air Liquide,59.84,59.84,59.84,59.84,711,2010,9
2010-09-17,Air Liquide,59.62,59.7,60.31,59.2,607,2010,9
2010-09-16,Air Liquide,58.86,59.11,59.31,58.86,958,2010,9
2010-09-15,Air Liquide,59.74,59.74,59.74,59.74,0,2010,9
2010-09-14,Air Liquide,59.56,59.64,59.76,59.56,467,2010,9
2010-09-13,Air Liquide,59.18,59.41,59.55,59.18,991,2010,9
2010-09-10,Air Liquide,58.41,59.04,59.22,58.41,"1,461",2010,9
2010-09-09,Air Liquide,57.65,58.37,58.37,57.65,224,2010,9
2010-09-08,Air Liquide,57.26,57.26,57.26,57.26,0,2010,9
2010-09-07,Air Liquide,57.17,57.36,57.36,57.06,206,2010,9
2010-09-06,Air Liquide,57.25,57.25,57.25,57.25,0,2010,9
2010-09-03,Air Liquide,56.54,56.54,56.54,56.54,"11,261",2010,9
2010-09-02,Air Liquide,55.89,56.44,56.54,55.89,"6,453",2010,9
2010-09-01,Air Liquide,54.57,54.57,54.57,54.57,105,2010,9
2010-08-31,Air Liquide,53.79,53.63,53.79,53.63,69,2010,8
2010-08-30,Air Liquide,54.91,54.11,54.91,54.11,689,2010,8
2010-08-27,Air Liquide,53.84,53.84,53.84,53.84,184,2010,8
2010-08-26,Air Liquide,53.62,54.2,54.2,53.62,264,2010,8
2010-08-25,Air Liquide,53.62,53.34,53.89,53.34,163,2010,8
2010-08-24,Air Liquide,53.82,53.98,53.98,53.82,241,2010,8
2010-08-23,Air Liquide,54.75,54.7,54.75,54.7,229,2010,8
2010-08-20,Air Liquide,55.69,55.69,55.69,55.69,66,2010,8
2010-08-19,Air Liquide,56.97,55.6,57.08,55.6,835,2010,8
2010-08-18,Air Liquide,56.54,56.8,56.85,56.54,231,2010,8
2010-08-17,Air Liquide,56.06,57.14,57.14,56.06,"4,628",2010,8
2010-08-16,Air Liquide,55.91,55.86,56.01,55.65,408,2010,8
2010-08-13,Air Liquide,57.06,55.95,57.06,55.75,256,2010,8
2010-08-12,Air Liquide,56.13,56.13,56.13,56.13,741,2010,8
2010-08-11,Air Liquide,56.97,56.42,57.16,56.42,924,2010,8
2010-08-10,Air Liquide,58.13,57.43,58.13,57.11,655,2010,8
2010-08-09,Air Liquide,58.39,58.27,58.66,58.27,475,2010,8
2010-08-06,Air Liquide,58.63,58.4,58.98,58.4,631,2010,8
2010-08-05,Air Liquide,58.57,58.61,58.95,58.57,241,2010,8
2010-08-04,Air Liquide,58.04,58.55,58.65,57.82,979,2010,8
2010-08-03,Air Liquide,58.91,58.45,58.91,58.45,59,2010,8
2010-08-02,Air Liquide,57.76,59.19,59.19,57.03,226,2010,8
2010-07-30,Air Liquide,57.04,56.64,57.04,56.64,618,2010,7
2010-07-29,Air Liquide,57.83,58.28,58.28,57.83,226,2010,7
2010-07-28,Air Liquide,58.18,57.31,58.18,57.31,6,2010,7
2010-07-27,Air Liquide,58.39,58.3,58.39,58.3,3,2010,7
2010-07-26,Air Liquide,58.26,58.26,58.26,58.26,331,2010,7
2010-07-23,Air Liquide,57.27,58.26,58.26,57.27,976,2010,7
2010-07-22,Air Liquide,55.73,56.64,56.64,55.73,32,2010,7
2010-07-21,Air Liquide,56.16,56.18,56.74,56.16,209,2010,7
2010-07-20,Air Liquide,56.23,55.09,56.23,55.09,30,2010,7
2010-07-19,Air Liquide,56.03,56.59,56.59,55.95,530,2010,7
2010-07-16,Air Liquide,57.45,57.45,57.45,57.45,108,2010,7
2010-07-15,Air Liquide,57.27,57.81,57.93,57.27,92,2010,7
2010-07-14,Air Liquide,56.93,57.44,57.47,56.93,288,2010,7
2010-07-13,Air Liquide,56.37,57.09,57.23,56.37,576,2010,7
2010-07-12,Air Liquide,56.11,56.46,56.46,56.11,187,2010,7
2010-07-09,Air Liquide,55.54,55.66,55.66,55.54,5,2010,7
2010-07-08,Air Liquide,54.81,54.81,54.81,54.81,883,2010,7
2010-07-07,Air Liquide,53.84,54.49,54.67,53.3,327,2010,7
2010-07-06,Air Liquide,53.2,54.22,54.88,53.2,196,2010,7
2010-07-05,Air Liquide,53.84,53.1,53.9,53.1,108,2010,7
2010-07-02,Air Liquide,53.61,54.88,54.88,53.61,318,2010,7
2010-07-01,Air Liquide,54.45,53.56,54.82,53.46,574,2010,7
2010-06-30,Air Liquide,55.09,55.32,55.32,54.88,994,2010,6
2010-06-29,Air Liquide,56.4,55.05,56.4,55.05,181,2010,6
2010-06-28,Air Liquide,56.27,56.74,56.82,56.27,337,2010,6
2010-06-25,Air Liquide,55.89,55.89,55.89,55.89,24,2010,6
2010-06-24,Air Liquide,56.9,56.52,56.9,56.52,12,2010,6
2010-06-23,Air Liquide,56.83,57.27,57.27,56.83,35,2010,6
2010-06-22,Air Liquide,57.26,57.43,57.43,57.26,"1,356",2010,6
2010-06-21,Air Liquide,56.84,57.37,57.37,56.84,131,2010,6
2010-06-18,Air Liquide,56.81,56.45,56.81,56.45,228,2010,6
2010-06-17,Air Liquide,56.68,56.34,56.68,56.3,515,2010,6
2010-06-16,Air Liquide,56.63,56.51,56.63,56.46,226,2010,6
2010-06-15,Air Liquide,56.05,56.62,56.83,56.05,"2,054",2010,6
2010-06-14,Air Liquide,56.47,56.72,56.93,56.37,"1,659",2010,6
2010-06-11,Air Liquide,55.74,55.75,55.75,55.51,808,2010,6
2010-06-10,Air Liquide,54.28,55.18,55.18,54.28,740,2010,6
2010-06-09,Air Liquide,53.48,54.47,54.47,53.48,806,2010,6
2010-06-08,Air Liquide,53.57,53.48,53.57,53.48,151,2010,6
2010-06-07,Air Liquide,52.49,53.18,53.74,52.49,"1,223",2010,6
2010-06-04,Air Liquide,54.59,54.42,55.42,54.42,256,2010,6
2010-06-03,Air Liquide,54.21,54.92,54.92,54.21,264,2010,6
2010-06-02,Air Liquide,53.03,53.31,53.31,52.83,"1,339",2010,6
2010-06-01,Air Liquide,52.7,53.67,53.9,52.5,610,2010,6
2010-05-31,Air Liquide,52.6,53.03,53.36,52.6,520,2010,5
2010-05-28,Air Liquide,54.03,52.93,54.03,52.93,964,2010,5
2010-05-27,Air Liquide,51.58,53.26,53.26,51.58,395,2010,5
2010-05-26,Air Liquide,50.24,51.27,51.27,50.24,"1,26",2010,5
2010-05-25,Air Liquide,49.47,49.16,49.53,49.06,"1,405",2010,5
2010-05-24,Air Liquide,51.38,51.07,51.38,51.07,88,2010,5
2010-05-21,Air Liquide,50.49,50.71,50.71,49.66,792,2010,5
2010-05-20,Air Liquide,51.8,50.22,51.96,49.66,"1,675",2010,5
2010-05-19,Air Liquide,51.69,51.44,52.22,51.44,429,2010,5
2010-05-18,Air Liquide,52.26,52.58,52.58,52.06,"1,065",2010,5
2010-05-17,Air Liquide,51.4,51.77,52.47,51.4,463,2010,5
2010-05-14,Air Liquide,53.53,51.65,53.54,51.65,"1,885",2010,5
2010-05-13,Air Liquide,54.02,54.14,54.19,54.02,643,2010,5
2010-05-12,Air Liquide,52.51,53.48,53.64,52.21,"2,269",2010,5
2010-05-11,Air Liquide,53.42,54.01,54.05,53.25,"3,981",2010,5
2010-05-10,Air Liquide,51.96,54.45,54.45,51.96,"1,536",2010,5
2010-05-07,Air Liquide,51.02,50.71,51.34,50.71,"1,36",2010,5
2010-05-06,Air Liquide,51.72,52.57,52.57,51.72,112,2010,5
2010-05-05,Air Liquide,52.7,52.28,53.51,52.28,"2,235",2010,5
2010-05-04,Air Liquide,54.84,52.77,54.84,52.77,627,2010,5
2010-05-03,Air Liquide,54.38,54.88,54.88,54.07,509,2010,5
2010-04-30,Air Liquide,54.83,54.42,54.83,54.42,"1,229",2010,4
2010-04-29,Air Liquide,53.41,54.76,54.76,53.41,"2,295",2010,4
2010-04-28,Air Liquide,53.82,53.17,54.12,53.17,765,2010,4
2010-04-27,Air Liquide,55.91,54.38,55.91,54.38,209,2010,4
2010-04-26,Air Liquide,55.72,55.79,56.0,55.72,"1,438",2010,4
2010-04-23,Air Liquide,54.84,55.32,55.32,54.84,484,2010,4
2010-04-22,Air Liquide,54.76,54.82,55.32,54.45,199,2010,4
2010-04-21,Air Liquide,54.69,54.7,54.7,54.69,182,2010,4
2010-04-20,Air Liquide,53.87,54.41,54.41,53.87,673,2010,4
2010-04-19,Air Liquide,53.64,54.04,54.04,53.64,281,2010,4
2010-04-16,Air Liquide,54.98,54.0,55.16,53.82,"4,145",2010,4
2010-04-15,Air Liquide,55.04,55.19,55.19,55.01,484,2010,4
2010-04-14,Air Liquide,55.44,54.94,55.44,54.83,265,2010,4
2010-04-13,Air Liquide,55.17,55.24,55.24,55.17,48,2010,4
2010-04-12,Air Liquide,55.83,55.26,55.83,55.26,784,2010,4
2010-04-09,Air Liquide,55.05,55.05,55.05,55.05,"4,667",2010,4
2010-04-08,Air Liquide,55.5,55.07,55.5,55.07,"2,812",2010,4
2010-04-07,Air Liquide,55.94,55.7,56.17,55.7,236,2010,4
2010-04-06,Air Liquide,55.93,56.29,56.62,55.93,"4,143",2010,4
2010-04-01,Air Liquide,55.72,55.82,55.99,55.72,905,2010,4
2010-03-31,Air Liquide,54.78,55.07,55.32,54.78,627,2010,3
2010-03-30,Air Liquide,54.95,54.93,55.17,54.93,"1,205",2010,3
2010-03-29,Air Liquide,54.85,55.16,55.26,54.85,"1,781",2010,3
2010-03-26,Air Liquide,54.68,54.76,54.94,54.68,554,2010,3
2010-03-25,Air Liquide,54.31,54.94,54.94,54.31,718,2010,3
2010-03-24,Air Liquide,54.61,54.15,54.66,53.98,"1,631",2010,3
2010-03-23,Air Liquide,54.71,54.63,54.81,54.61,"1,255",2010,3
2010-03-22,Air Liquide,54.14,54.29,54.34,54.05,"1,448",2010,3
2010-03-19,Air Liquide,54.99,54.29,54.99,54.14,"1,226",2010,3
2010-03-18,Air Liquide,55.03,54.63,55.22,54.51,"2,973",2010,3
2010-03-17,Air Liquide,55.19,55.32,55.45,55.19,562,2010,3
2010-03-16,Air Liquide,54.85,54.85,54.85,54.85,80,2010,3
2010-03-15,Air Liquide,55.04,54.79,55.22,54.79,407,2010,3
2010-03-12,Air Liquide,55.35,55.35,55.35,55.35,0,2010,3
2010-03-11,Air Liquide,55.61,55.31,55.61,55.31,844,2010,3
2010-03-10,Air Liquide,55.09,55.6,55.74,55.09,691,2010,3
2010-03-09,Air Liquide,55.19,55.19,55.19,55.19,0,2010,3
2010-03-08,Air Liquide,55.94,55.6,55.94,55.57,209,2010,3
2010-03-05,Air Liquide,55.08,55.47,55.47,55.07,"1,057",2010,3
2010-03-04,Air Liquide,54.86,55.07,55.19,54.86,"1,89",2010,3
2010-03-03,Air Liquide,55.1,55.26,55.26,55.07,368,2010,3
2010-03-02,Air Liquide,55.13,55.23,55.23,54.63,151,2010,3
2010-03-01,Air Liquide,54.58,55.29,55.29,54.58,"1,212",2010,3
2010-02-26,Air Liquide,52.74,54.39,54.39,52.74,257,2010,2
2010-02-25,Air Liquide,52.11,52.11,52.11,52.11,0,2010,2
2010-02-24,Air Liquide,52.14,52.33,52.33,52.14,302,2010,2
2010-02-23,Air Liquide,52.4,52.33,52.89,52.33,211,2010,2
2010-02-22,Air Liquide,52.83,52.42,53.14,52.42,"1,678",2010,2
2010-02-19,Air Liquide,52.09,52.83,52.89,52.09,"2,337",2010,2
2010-02-18,Air Liquide,52.04,52.04,52.04,52.04,0,2010,2
2010-02-17,Air Liquide,51.5,52.27,52.39,51.5,"2,618",2010,2
2010-02-16,Air Liquide,50.26,51.15,51.15,50.26,805,2010,2
2010-02-15,Air Liquide,50.04,50.0,50.04,50.0,206,2010,2
2010-02-12,Air Liquide,49.13,49.16,49.66,49.11,"3,455",2010,2
2010-02-11,Air Liquide,48.59,48.85,49.16,48.59,265,2010,2
2010-02-10,Air Liquide,48.45,48.42,48.47,48.42,"1,197",2010,2
2010-02-09,Air Liquide,48.45,48.47,48.66,48.24,"1,687",2010,2
2010-02-08,Air Liquide,47.35,48.54,48.54,47.35,959,2010,2
2010-02-05,Air Liquide,48.21,47.17,48.21,47.17,391,2010,2
2010-02-04,Air Liquide,49.01,48.35,49.01,48.32,"3,32",2010,2
2010-02-03,Air Liquide,49.62,49.08,49.62,49.08,294,2010,2
2010-02-02,Air Liquide,49.08,49.05,49.08,49.04,900,2010,2
2010-02-01,Air Liquide,47.7,48.85,48.91,47.7,"1,875",2010,2
2010-01-29,Air Liquide,47.45,47.66,47.66,47.29,"2,33",2010,1
2010-01-28,Air Liquide,48.68,46.79,48.68,46.79,770,2010,1
2010-01-27,Air Liquide,48.19,47.88,48.3,47.88,718,2010,1
2010-01-26,Air Liquide,47.8,48.78,48.78,47.6,"2,828",2010,1
2010-01-25,Air Liquide,48.6,48.18,48.6,48.18,543,2010,1
2010-01-22,Air Liquide,48.75,49.1,49.16,48.75,"2,857",2010,1
2010-01-21,Air Liquide,50.18,49.15,50.18,49.15,"1,213",2010,1
2010-01-20,Air Liquide,50.52,49.76,50.52,49.62,910,2010,1
2010-01-19,Air Liquide,50.08,50.78,50.78,49.89,876,2010,1
2010-01-18,Air Liquide,50.16,50.49,50.49,50.16,312,2010,1
2010-01-15,Air Liquide,50.87,49.9,51.17,49.66,"4,63",2010,1
2010-01-14,Air Liquide,51.56,51.02,51.83,51.02,209,2010,1
2010-01-13,Air Liquide,50.72,50.72,50.72,50.72,0,2010,1
2010-01-12,Air Liquide,51.08,50.48,51.08,50.48,321,2010,1
2010-01-11,Air Liquide,51.6,51.09,51.6,51.09,"1,736",2010,1
2010-01-08,Air Liquide,51.28,51.52,51.52,51.28,64,2010,1
2010-01-07,Air Liquide,50.82,51.34,51.34,50.82,48,2010,1
2010-01-06,Air Liquide,51.49,51.34,51.49,51.34,257,2010,1
2010-01-05,Air Liquide,52.09,51.86,52.09,51.76,"1,363",2010,1
2010-01-04,Air Liquide,52.06,52.27,52.27,52.05,"2,636",2010,1
